study_hours,sleep_hours,screen_time_hours,workout_done,mood_score,deep_work_sessions,streak_days,goal_difficulty,task_completion_rate,stress_level,breaks_taken,weekend_recovery_score,consistency_label,burnout_label,growth_score
3.1,7.4,3.4,0,1,4,24,5,0.14,6,5,9,0,1,80
5.7,6.7,1.5,0,4,2,13,4,0.6,6,0,1,0,1,86
5.3,8.7,6.5,1,8,5,19,2,0.53,1,4,8,0,0,98
5.8,8.5,9.9,0,1,1,17,3,0.79,7,4,10,0,1,73
0.4,7.3,1.9,1,9,0,12,2,0.94,7,2,9,0,1,36
5.7,7.0,5.8,1,4,3,29,5,0.36,1,3,4,0,0,100
0.0,6.7,6.9,1,8,1,14,4,0.73,1,4,4,1,0,27
2.7,8.9,1.5,0,5,4,5,5,0.63,7,0,8,0,1,62
3.7,4.4,7.5,0,8,1,11,4,0.32,2,2,7,0,0,43
2.4,8.9,4.4,1,1,4,10,5,0.94,6,5,1,1,1,68
2.4,8.6,6.0,1,9,0,21,4,0.71,5,0,7,1,0,52
1.3,6.1,5.0,1,2,0,18,3,0.54,3,4,7,0,0,38
5.2,7.5,6.8,0,3,3,30,3,0.92,4,4,1,1,0,100
5.4,4.2,1.4,1,6,3,25,1,0.24,9,1,7,0,2,100
2.7,8.8,9.8,1,9,2,14,1,0.2,5,1,5,0,0,39
0.7,4.2,2.2,0,4,1,1,5,0.45,8,2,1,0,2,17
3.3,4.2,9.6,0,2,5,8,3,0.86,5,4,6,0,0,66
3.7,8.7,7.7,1,9,4,17,1,0.37,4,5,3,0,0,71
1.9,8.9,2.4,0,2,1,18,2,0.54,10,2,5,0,1,54
3.6,4.4,7.4,1,3,3,9,4,0.16,3,0,7,0,0,48
4.6,5.0,8.7,0,6,2,11,2,0.76,7,4,2,0,1,63
3.8,5.4,5.3,0,6,1,30,3,0.62,1,5,10,0,0,83
2.0,4.2,4.8,0,8,2,18,1,0.43,6,5,2,0,1,54
2.3,8.3,9.1,1,1,4,1,3,0.68,3,4,7,1,0,39
0.1,5.6,3.7,1,5,3,27,3,0.97,6,0,3,0,1,71
1.5,6.2,3.8,0,8,4,5,2,0.85,9,3,6,0,1,52
5.1,7.8,7.1,1,7,5,0,3,0.53,8,2,3,0,1,67
1.2,4.8,3.5,1,4,2,20,2,0.57,6,1,1,0,1,56
3.3,6.9,4.3,0,4,2,19,1,0.27,4,4,3,0,0,63
1.6,8.3,7.0,1,7,4,3,1,0.8,5,3,3,1,0,43
1.4,7.2,8.6,0,8,2,27,5,0.99,3,3,5,1,0,66
2.2,8.8,4.5,0,6,0,14,3,0.64,7,1,2,0,1,42
4.2,7.7,2.8,0,9,4,8,2,0.57,10,0,5,0,1,75
0.6,4.7,9.5,1,2,1,4,3,0.28,6,2,9,0,1,3
2.9,5.0,10.0,1,3,4,10,1,0.26,8,5,9,0,2,47
2.9,6.5,7.0,0,9,2,9,5,0.7,3,1,5,1,0,48
0.6,4.6,3.3,1,10,1,17,5,0.64,6,0,6,0,1,42
0.4,4.6,9.8,0,6,4,13,1,0.19,6,2,8,0,1,30
3.0,7.8,4.4,1,4,5,23,5,0.22,3,3,5,0,0,84
3.0,4.5,1.6,0,6,1,25,3,0.2,9,0,4,0,2,68
4.4,7.7,9.3,1,3,0,10,5,0.46,3,4,2,0,0,40
4.7,6.8,7.0,0,4,5,5,1,0.72,6,3,8,1,1,75
1.6,5.0,3.6,0,7,1,3,5,0.92,8,3,7,0,2,34
1.4,4.3,2.1,1,5,1,12,1,0.64,8,5,10,0,2,43
3.4,7.3,1.9,0,6,5,13,2,0.25,9,1,8,0,1,77
3.5,7.2,9.1,0,7,5,21,4,0.68,5,2,3,1,0,84
1.3,6.3,2.8,0,7,2,7,2,0.72,5,2,5,1,0,41
2.9,4.4,5.3,0,9,5,5,2,0.25,7,2,5,0,1,55
4.1,8.0,3.5,1,10,4,12,3,0.15,1,1,1,0,0,70
5.9,6.6,2.9,0,6,0,4,5,0.83,2,0,5,1,0,64
3.5,5.2,7.8,1,9,5,25,5,0.64,2,4,7,0,0,92
4.6,5.3,3.9,0,7,4,13,5,0.23,7,4,2,0,1,77
5.9,4.6,5.5,0,10,4,8,3,0.25,3,0,10,0,0,77
3.0,7.2,7.4,0,8,0,20,1,0.53,8,4,3,0,1,49
1.3,4.6,6.4,0,1,5,4,3,0.19,8,3,10,0,2,37
3.9,8.4,4.5,0,9,1,26,1,0.78,4,5,1,1,0,82
4.7,6.3,3.7,0,9,0,12,1,0.51,4,2,1,0,0,58
0.4,8.7,9.0,1,2,4,13,5,0.72,7,0,10,0,1,43
2.3,4.7,6.5,0,3,2,30,5,0.27,8,1,8,0,2,67
0.5,7.0,5.4,1,10,1,22,3,0.28,1,2,6,0,0,37
1.3,7.4,9.1,1,7,1,12,5,0.22,6,4,9,0,1,20
1.9,7.6,2.9,0,4,1,25,5,0.67,1,3,7,1,0,66
1.5,4.5,8.1,0,6,4,26,2,0.3,10,1,5,0,2,64
2.9,6.6,2.7,0,10,3,5,3,0.93,8,3,9,0,1,61
0.7,4.5,5.7,1,6,0,10,3,0.45,2,4,10,0,0,18
5.2,4.8,9.3,1,5,3,21,3,0.16,5,2,9,0,0,75
0.2,4.3,2.1,1,10,3,19,1,0.58,3,0,9,0,0,55
3.9,8.0,3.1,0,4,2,8,5,0.11,3,4,5,0,0,51
2.8,7.8,4.7,1,9,4,20,4,0.31,2,5,6,0,0,73
0.9,5.3,1.3,1,3,5,7,1,0.29,6,2,5,0,1,50
0.5,6.9,7.4,1,10,1,15,1,0.27,6,4,8,0,1,23
0.0,6.8,6.5,1,9,4,25,1,0.36,6,3,9,0,1,55
1.8,5.2,8.9,1,9,1,22,5,0.27,1,2,9,0,0,41
1.2,5.7,7.1,1,6,1,25,1,0.12,3,4,5,0,0,41
5.5,5.9,9.4,0,6,0,5,5,0.41,6,3,5,0,1,40
1.7,5.5,7.2,1,3,0,12,4,0.8,4,2,3,0,0,33
5.9,8.7,8.2,0,3,3,27,4,0.66,5,4,2,1,0,100
1.7,6.1,8.8,0,3,5,2,3,0.99,1,5,2,1,0,48
5.3,4.6,7.4,1,10,1,16,1,0.23,3,2,6,0,0,62
4.7,7.8,8.2,0,4,1,26,1,0.11,3,3,10,0,0,68
4.4,8.6,4.1,1,7,1,18,1,0.3,5,5,5,0,0,66
0.8,6.1,3.0,0,1,1,6,5,0.69,9,3,8,0,1,29
2.0,8.5,7.6,0,7,4,15,3,0.81,6,3,6,1,1,63
4.7,6.3,4.1,1,5,5,8,2,0.69,7,4,1,0,1,85
2.6,7.0,6.4,0,6,4,26,1,0.96,10,2,8,0,1,90
3.0,4.8,2.7,0,7,1,4,1,0.81,9,0,2,0,2,46
5.6,7.0,7.6,0,10,4,15,3,0.24,3,3,8,0,0,80
1.5,5.6,5.1,1,3,0,9,2,0.5,4,2,5,0,0,25
4.8,5.2,9.4,1,5,5,8,2,0.83,4,3,3,0,0,78
4.9,6.6,1.1,1,3,0,6,3,0.17,6,0,6,0,1,49
3.8,6.6,8.3,1,4,5,3,3,0.6,1,0,2,0,0,60
5.7,8.6,6.0,1,2,0,19,1,0.8,7,3,5,0,1,78
2.3,8.3,9.2,1,1,1,28,2,0.53,3,1,4,0,0,58
1.3,6.0,1.8,0,5,4,1,1,0.26,1,4,1,0,0,37
0.7,4.0,3.8,0,6,3,13,3,0.15,9,5,9,0,2,38
4.9,7.1,8.4,0,5,1,27,3,0.99,7,3,3,0,1,88
0.0,5.1,2.3,0,5,1,17,5,0.53,1,4,3,0,0,37
5.4,6.7,3.2,0,6,3,13,2,0.55,3,5,9,0,0,85
3.9,6.8,9.6,1,3,4,16,3,0.23,3,5,5,0,0,64
1.8,5.6,9.0,1,3,0,30,1,0.93,3,2,6,0,0,60
4.2,4.7,8.0,1,9,3,2,3,0.34,10,2,6,0,2,45
2.7,7.7,7.8,1,4,1,24,2,0.77,5,0,5,1,0,63
2.2,8.2,8.1,0,3,2,22,4,0.11,4,3,3,0,0,48
2.1,6.0,3.5,0,2,3,3,1,0.2,5,1,8,0,0,36
2.6,5.4,8.7,1,9,2,29,1,0.23,6,1,1,0,1,63
2.6,7.8,1.2,1,4,0,25,3,0.13,3,0,3,0,0,58
4.6,6.7,5.7,0,3,4,25,5,0.61,2,3,1,1,0,99
0.8,8.5,4.7,1,4,2,23,3,0.5,9,2,5,0,1,53
5.7,7.0,1.8,0,2,4,6,2,0.28,9,1,2,0,1,80
5.6,6.2,7.6,1,5,3,7,5,0.37,9,1,2,0,1,65
1.6,6.3,1.3,1,10,2,3,2,0.14,5,4,4,0,0,29
5.9,4.6,7.5,0,9,5,6,2,0.82,4,3,5,0,0,87
3.7,7.7,4.1,1,7,4,14,1,0.94,7,2,5,0,1,85
2.1,6.1,8.0,1,10,4,15,2,0.59,7,4,6,0,1,59
4.5,4.5,7.0,0,7,0,14,4,0.99,10,3,4,0,2,62
1.2,4.8,4.1,0,2,0,19,2,0.34,3,5,4,0,0,36
0.1,8.9,1.2,1,4,5,19,1,0.42,3,3,5,0,0,65
0.2,7.9,5.0,0,1,1,21,4,0.94,3,3,8,1,0,47
0.8,7.7,5.4,1,3,2,7,5,0.63,3,4,1,1,0,30
2.2,4.3,9.1,0,4,4,1,4,0.82,5,2,10,0,0,41
5.5,8.1,4.0,0,4,0,29,4,0.46,5,3,2,0,0,88
5.3,7.8,1.4,0,2,1,21,4,0.89,2,2,1,1,0,94
2.3,6.3,7.7,0,4,0,29,2,0.25,1,0,6,0,0,51
0.4,4.9,5.9,0,5,0,21,3,0.95,5,4,7,0,0,41
4.1,8.1,6.6,0,3,1,11,1,0.14,7,5,4,0,1,44
0.3,4.8,8.9,0,6,3,30,3,0.94,1,4,9,0,0,66
0.0,6.7,7.8,0,5,3,17,3,0.57,4,3,6,0,0,39
1.3,5.7,4.6,0,9,1,7,3,0.62,8,3,7,0,2,30
2.4,6.6,3.2,1,10,4,27,3,0.67,1,1,10,1,0,90
4.0,8.2,9.3,1,6,4,10,3,0.2,7,2,6,0,1,56
3.0,7.9,1.3,0,5,0,21,2,0.49,9,2,10,0,1,62
3.3,7.6,5.2,0,1,0,30,2,0.39,10,4,10,0,1,68
5.9,6.9,4.4,1,7,4,5,3,0.46,7,1,3,0,1,79
1.9,5.7,1.4,0,9,1,15,4,0.76,10,1,3,0,2,56
2.2,5.4,7.4,1,9,4,2,4,0.28,8,0,5,0,2,35
4.0,6.6,8.9,0,10,3,9,4,0.67,6,2,8,1,1,59
5.5,8.0,2.0,0,1,0,12,1,0.9,4,4,2,1,0,76
1.7,6.1,4.9,1,6,2,19,4,1.0,5,3,10,1,0,64
3.6,7.1,6.5,1,3,4,13,5,0.72,6,5,2,1,1,73
2.8,8.6,5.0,1,6,4,10,2,0.95,4,1,1,1,0,70
0.2,7.4,5.7,0,1,1,23,5,0.79,6,4,4,1,1,46
2.7,5.4,8.2,0,4,4,0,1,0.67,8,0,9,0,2,42
2.4,6.9,2.7,0,1,2,1,1,0.28,2,4,1,0,0,32
2.1,4.4,9.6,0,10,0,12,3,0.72,3,3,8,0,0,29
0.0,5.9,8.9,1,10,3,26,2,0.61,8,5,1,0,2,51
5.9,6.0,2.4,0,2,2,22,1,0.58,2,0,5,0,0,99
1.7,6.8,2.8,0,4,5,24,1,0.23,5,4,8,0,0,78
4.2,8.9,6.8,0,7,2,13,3,0.56,6,4,3,0,1,62
1.9,7.9,2.6,1,5,0,9,1,0.98,3,0,2,1,0,43
5.4,5.0,8.4,1,2,4,1,2,0.47,9,5,4,0,2,61
2.0,6.1,7.2,1,3,1,16,1,0.85,8,3,7,0,1,48
3.7,6.3,3.6,0,1,1,2,2,0.26,2,4,8,0,0,36
1.6,5.0,7.9,0,4,0,14,4,0.63,4,0,10,0,0,30
2.5,5.7,4.5,1,2,5,9,3,0.28,5,5,3,0,0,60
1.0,4.6,8.8,0,4,0,8,5,0.9,8,0,7,0,2,20
1.9,4.8,2.6,0,1,3,11,1,0.9,2,0,10,0,0,62
3.4,5.1,7.4,0,1,5,26,2,0.42,9,4,4,0,2,89
5.6,6.5,2.0,0,1,4,9,2,0.72,9,5,9,0,1,92
2.0,7.6,4.1,0,8,5,2,5,0.87,4,0,8,1,0,58
4.4,8.4,9.2,1,3,2,2,3,0.48,5,3,5,0,0,41
3.3,8.2,1.4,1,6,2,20,1,0.49,9,0,2,0,1,75
3.3,4.5,7.5,1,3,1,12,4,0.95,8,2,4,0,2,54
4.7,7.7,2.5,0,6,1,30,5,0.36,10,0,10,0,1,90
5.8,7.1,8.1,0,8,4,5,4,0.17,7,1,9,0,1,65
3.4,6.6,3.6,0,2,3,26,4,0.65,4,4,3,1,0,90
2.7,4.4,7.8,1,5,3,30,1,0.29,3,4,3,0,0,74
1.9,7.2,8.7,0,2,4,20,2,0.43,7,0,8,0,1,60
4.0,8.5,6.3,1,8,3,16,3,0.79,2,4,1,1,0,77
5.8,6.0,6.8,1,5,4,23,3,0.7,1,5,4,0,0,100
2.1,4.4,7.6,1,6,5,20,2,0.55,4,3,3,0,0,72
1.9,4.3,3.4,1,1,3,16,2,0.3,8,4,6,0,2,56
2.3,7.4,3.5,0,2,4,13,5,0.32,7,2,8,0,1,61
0.1,5.1,3.4,1,4,3,27,2,0.33,9,2,2,0,2,59
0.1,4.4,4.9,1,8,2,4,3,0.92,9,2,2,0,2,27
4.5,4.8,4.9,1,3,0,12,1,0.17,9,5,9,0,2,47
4.4,5.8,10.0,0,2,1,29,4,0.22,9,5,10,0,2,69
5.5,6.8,8.4,0,1,5,18,2,0.36,4,5,6,0,0,91
2.0,5.4,7.3,1,5,2,5,3,0.72,9,2,7,0,2,35
5.1,7.6,9.2,1,10,5,17,2,0.64,5,1,10,1,0,90
5.1,8.4,5.2,1,1,5,19,3,0.13,9,5,5,0,1,91
5.2,4.0,3.5,0,2,3,6,1,0.47,4,2,2,0,0,71
3.2,8.0,9.9,1,8,4,28,3,0.82,1,5,10,1,0,88
5.5,4.5,8.3,0,4,3,9,1,0.79,5,0,8,0,0,74
2.5,6.3,3.6,1,5,3,22,1,0.78,3,0,5,1,0,79
5.7,7.5,9.0,0,1,3,6,4,0.32,10,2,8,0,1,61
5.9,8.8,8.2,0,1,5,3,4,0.15,6,5,2,0,1,68
3.3,8.4,6.4,0,5,4,16,4,0.73,9,5,6,0,1,76
0.7,5.8,6.7,0,10,2,19,3,0.38,3,5,8,0,0,40
4.9,4.1,2.5,1,3,0,23,5,0.58,4,4,4,0,0,80
4.9,5.0,7.9,0,3,0,15,2,0.22,7,4,4,0,1,50
0.9,8.2,5.9,0,9,1,9,4,0.55,3,3,7,0,0,25
0.0,7.0,9.7,0,4,3,1,3,0.54,4,2,7,0,0,10
0.7,4.1,2.4,0,6,5,26,5,0.33,2,0,7,0,0,76
4.5,6.6,9.1,1,5,0,3,4,0.99,5,1,7,1,0,42
0.7,5.4,9.4,1,1,2,3,1,0.79,5,3,4,0,0,19
5.0,8.0,9.0,1,4,2,22,1,0.19,4,3,6,0,0,70
3.5,6.1,5.2,1,4,0,14,4,0.22,8,5,4,0,1,43
3.5,7.2,9.6,0,5,3,2,3,0.66,7,0,10,0,1,43
0.8,6.5,4.2,0,6,3,5,4,0.31,8,1,2,0,1,29
1.6,8.7,9.9,1,3,4,24,1,0.27,2,2,1,0,0,58
3.7,7.2,1.0,0,7,1,16,5,0.88,8,4,2,0,1,75
2.5,7.7,3.5,1,6,5,25,4,0.45,2,4,9,0,0,89
4.0,7.2,3.9,0,5,4,10,2,0.25,4,3,2,0,0,68
3.1,6.9,6.9,0,10,1,28,5,0.65,9,2,4,0,1,72
5.6,7.5,7.0,0,2,3,26,1,0.7,2,2,9,1,0,100
2.3,8.5,7.8,1,10,1,11,5,0.63,5,4,8,1,0,37
0.4,4.8,2.1,0,9,5,26,5,0.43,5,4,5,0,0,76
0.7,6.3,9.3,1,4,3,25,3,0.93,9,3,7,0,1,61
5.0,7.7,7.7,0,10,3,2,1,0.7,1,5,5,1,0,59
4.1,6.8,5.5,0,8,5,28,2,0.79,6,2,8,1,1,100
5.7,5.5,1.6,1,4,1,20,4,0.67,7,2,2,0,1,91
0.1,4.1,9.9,1,9,2,17,1,0.37,4,0,3,0,0,25
1.4,4.9,2.9,0,7,0,19,3,0.72,10,4,9,0,2,48
1.9,7.0,2.1,1,4,3,4,1,0.13,8,0,9,0,1,37
5.8,9.0,10.0,1,1,2,14,1,0.91,1,3,2,1,0,77
1.6,7.7,1.5,0,5,3,26,3,0.32,4,4,1,0,0,73
4.2,7.0,7.1,1,7,2,7,2,0.2,5,4,2,0,0,45
1.1,6.0,2.5,1,6,0,23,4,0.88,5,0,9,0,0,55
4.6,4.7,3.9,0,10,5,30,5,0.68,8,5,4,0,2,100
1.5,7.5,6.8,0,8,5,15,3,0.93,10,0,6,0,1,69
2.8,8.5,5.6,0,6,4,12,2,0.83,5,1,7,1,0,69
2.0,8.8,9.7,1,7,5,3,2,0.96,5,5,9,1,0,50
5.8,4.9,8.1,0,4,0,3,1,0.16,2,0,10,0,0,37
4.3,6.8,7.5,0,1,5,1,4,0.93,6,0,3,1,1,69
3.9,5.1,8.9,0,9,2,17,4,0.46,9,2,9,0,2,60
3.0,4.7,2.8,1,1,1,7,1,0.1,3,5,10,0,0,36
3.3,5.7,8.1,1,3,1,2,1,0.69,9,3,1,0,2,33
0.8,4.7,1.0,0,8,2,25,1,0.59,6,3,9,0,1,65
1.7,6.4,3.4,0,3,3,28,5,0.57,2,0,7,0,0,78
1.1,5.7,6.6,0,3,1,22,2,0.76,3,0,1,0,0,49
0.8,7.2,4.7,1,8,1,6,3,0.75,1,4,6,1,0,27
1.7,6.8,5.0,1,3,0,0,5,0.88,8,3,1,0,1,21
5.8,5.5,1.4,0,7,3,8,1,0.36,8,2,10,0,2,80
5.1,6.1,6.6,0,1,5,14,1,0.57,8,2,4,0,1,89
1.5,4.6,9.1,1,1,2,2,4,0.58,3,4,4,0,0,20
3.7,6.6,5.6,0,8,0,5,4,0.46,10,4,9,0,1,35
2.4,8.9,7.2,0,9,5,26,4,0.1,8,5,8,0,1,75
1.9,7.1,9.7,1,8,3,29,1,0.71,9,3,1,0,1,71
5.8,8.1,3.7,1,5,3,18,4,0.6,9,3,5,0,1,96
2.1,5.6,4.3,0,9,0,20,3,0.35,1,1,7,0,0,45
4.1,5.2,4.5,1,6,3,28,2,0.59,5,4,9,0,0,95
5.1,4.9,8.7,0,10,1,3,1,0.38,8,2,7,0,2,41
4.1,5.9,9.4,0,6,4,29,1,0.35,10,0,4,0,2,88
3.2,6.9,9.2,1,3,0,17,2,0.13,1,3,4,0,0,35
1.3,5.9,3.7,0,6,5,5,4,0.13,7,4,8,0,1,43
3.6,7.9,2.1,1,5,3,21,2,0.24,8,2,10,0,1,78
3.7,8.6,1.2,0,8,1,30,2,0.18,9,4,6,0,1,81
4.9,6.1,5.0,1,3,0,19,4,0.64,4,3,1,1,0,70
3.8,8.3,9.9,1,2,2,16,1,0.99,4,2,4,1,0,66
4.8,7.6,9.8,0,5,4,12,5,0.25,9,0,8,0,1,65
0.0,8.4,3.1,0,3,1,18,1,0.58,5,5,4,0,0,38
2.9,7.0,2.5,0,7,5,21,1,0.6,6,4,7,0,1,91
1.7,6.8,8.5,0,8,5,5,1,0.35,8,4,9,0,1,41
4.4,5.1,6.0,1,4,2,7,4,0.44,9,0,8,0,2,54
4.5,4.4,8.1,0,1,5,22,3,0.63,1,3,10,0,0,95
1.3,5.8,8.6,0,5,1,5,2,0.48,10,1,6,0,2,16
4.9,6.3,6.4,1,7,1,28,2,0.63,6,4,2,1,1,87
1.3,5.7,5.2,1,5,2,13,5,0.86,9,4,3,0,2,48
2.1,6.3,5.8,1,10,4,6,2,0.13,9,1,2,0,1,40
4.4,5.1,4.5,1,2,3,29,3,0.47,9,3,1,0,2,97
2.2,7.9,5.4,1,8,0,9,5,0.97,3,3,6,1,0,39
4.6,8.4,5.7,1,9,5,18,4,0.3,8,3,8,0,1,88
5.3,5.4,8.4,1,2,1,2,4,0.73,7,5,2,0,1,49
3.8,8.3,8.2,1,1,1,14,1,0.52,6,5,5,0,1,51
1.5,5.3,7.0,1,2,3,28,5,0.46,4,2,1,0,0,67
2.6,8.9,9.0,1,8,3,6,1,0.11,5,3,4,0,0,32
5.2,8.6,3.3,0,3,1,29,2,0.65,9,1,4,0,1,97
3.1,8.1,4.2,1,1,1,27,5,0.54,4,2,1,0,0,73
0.1,4.4,5.6,1,1,2,3,4,0.51,10,3,9,0,2,16
5.3,4.2,3.9,0,4,3,8,5,0.19,2,4,9,0,0,68
3.1,6.3,4.0,1,2,3,29,3,0.74,1,5,4,1,0,93
0.1,7.8,8.9,0,7,1,7,5,0.97,5,2,6,1,0,18
5.5,7.4,4.4,1,6,4,15,4,0.35,4,1,5,0,0,88
2.3,4.2,3.1,1,8,3,28,5,0.41,3,4,3,0,0,80
3.0,5.1,7.6,0,9,0,1,3,0.6,10,5,1,0,2,22
0.0,7.6,3.2,0,9,1,28,3,0.25,1,4,4,0,0,46
3.2,8.0,1.9,0,9,3,6,4,0.38,4,3,3,0,0,56
6.0,5.9,9.4,0,8,4,0,4,0.49,3,4,4,0,0,63
5.3,4.3,5.2,0,8,3,6,1,0.91,7,1,8,0,1,77
0.8,8.7,3.3,1,2,4,4,4,0.82,9,4,6,0,1,46
5.3,7.3,5.1,0,1,2,1,2,0.6,7,4,7,0,1,57
5.3,7.9,2.3,0,2,0,16,4,0.51,5,2,9,0,0,72
0.7,6.4,7.2,1,3,4,29,5,0.83,4,0,3,1,0,75
5.6,5.9,9.0,0,6,3,11,5,0.72,8,1,8,0,2,75
0.8,6.9,1.5,0,1,1,26,1,0.1,1,1,1,0,0,50
2.5,4.3,6.3,1,1,3,4,2,0.66,8,0,5,0,2,44
2.3,6.9,8.3,0,3,3,24,5,0.33,5,4,4,0,0,62
1.3,8.5,7.2,0,5,2,5,4,0.21,4,0,1,0,0,19
3.3,8.7,7.8,1,2,3,18,3,0.68,5,2,2,1,0,69
2.2,5.3,4.2,1,2,4,25,4,0.47,1,2,8,0,0,80
1.7,7.1,9.0,1,3,5,26,5,0.5,2,2,5,0,0,74
5.3,5.4,6.3,1,4,4,18,3,0.35,5,4,1,0,0,87
5.7,5.6,2.1,1,2,0,22,5,0.8,3,4,10,0,0,90
5.4,5.9,4.6,1,10,0,18,2,0.64,2,4,7,0,0,73
3.0,7.9,7.2,0,2,5,1,4,0.49,3,0,9,0,0,50
3.3,4.7,3.6,0,2,0,13,3,0.35,9,5,1,0,2,45
4.1,7.3,8.1,0,7,0,10,4,0.63,6,4,8,1,1,44
4.1,4.9,2.1,1,10,3,9,2,0.26,8,1,6,0,2,65
5.8,7.5,2.2,1,4,2,27,3,0.73,2,1,10,1,0,100
2.8,7.6,1.9,0,4,2,19,5,0.95,2,2,7,1,0,78
0.6,8.7,8.9,0,7,5,12,5,0.28,8,0,10,0,1,40
5.5,4.6,1.8,1,3,1,2,3,0.89,10,5,4,0,2,67
1.1,6.0,2.9,0,5,5,4,3,0.7,4,3,5,0,0,53
1.1,6.9,9.8,1,1,1,18,1,0.94,7,2,6,0,1,40
5.4,8.5,8.3,0,3,3,1,2,0.61,7,5,4,0,1,58
3.9,8.9,2.7,0,2,0,7,3,0.94,6,5,8,1,1,55
2.0,8.8,7.8,0,3,5,15,4,0.23,6,1,5,0,1,57
3.0,8.0,8.9,1,3,3,26,2,0.13,9,1,6,0,1,65
5.1,6.3,6.6,0,4,3,14,5,0.63,1,1,7,1,0,79
5.1,7.9,5.2,1,1,3,30,3,0.73,9,3,2,0,1,100
2.7,4.5,3.6,0,10,1,18,2,0.28,2,4,7,0,0,53
5.2,8.8,4.4,1,8,5,24,4,0.99,3,5,3,1,0,100
3.1,4.9,6.3,1,5,1,9,5,0.62,1,3,8,0,0,44
3.4,7.9,4.6,0,3,5,20,1,0.71,10,4,10,0,1,92
4.9,8.2,4.0,0,10,4,2,3,0.94,7,3,9,0,1,77
4.6,4.5,6.6,0,5,0,8,1,0.35,6,0,4,0,1,42
0.6,6.2,9.0,0,2,4,28,3,0.76,4,5,5,1,0,68
1.3,4.1,6.8,1,1,0,6,1,0.47,2,4,2,0,0,15
1.7,4.7,6.2,0,5,4,7,4,0.1,4,1,10,0,0,37
3.4,8.8,8.8,1,5,2,10,2,0.87,8,3,6,0,1,53
4.2,8.1,8.5,1,4,5,20,5,0.99,7,5,8,0,1,96
3.3,5.5,5.9,1,10,0,12,3,0.78,10,2,8,0,2,48
4.6,6.5,1.2,0,2,0,22,4,0.32,6,5,4,0,1,73
3.7,4.2,7.6,0,10,2,29,3,0.58,10,0,9,0,2,81
5.6,8.8,2.9,0,10,5,22,1,0.66,9,1,2,0,1,100
1.4,4.0,3.8,0,7,0,24,5,0.27,8,0,8,0,2,45
3.6,5.8,1.9,0,4,1,15,2,0.31,3,0,6,0,0,59
3.9,6.3,6.6,0,7,1,16,4,0.66,10,0,2,0,1,61
4.6,8.8,3.0,1,2,4,14,5,0.84,9,2,9,0,1,92
3.9,6.9,7.1,1,8,5,30,3,0.44,2,4,4,0,0,100
2.8,8.5,9.6,0,2,3,20,1,0.71,3,0,7,1,0,65
3.5,5.2,6.9,1,4,0,23,1,0.79,1,3,10,0,0,64
0.0,6.9,8.2,1,10,4,3,4,0.89,7,3,3,0,1,29
0.5,4.3,2.6,0,2,5,27,3,0.48,10,2,2,0,2,78
3.0,7.1,4.3,1,3,4,20,3,0.41,3,1,4,0,0,77
5.1,6.6,5.6,1,6,2,20,5,0.84,4,5,2,1,0,88
0.5,7.2,2.7,0,5,3,16,4,0.87,1,1,7,1,0,58
1.7,6.9,9.7,0,4,1,20,5,0.81,4,4,5,1,0,46
6.0,4.0,2.8,0,6,1,4,3,0.85,2,3,7,0,0,71
2.2,5.6,4.2,1,8,5,5,1,0.35,7,4,1,0,1,53
2.1,8.7,5.3,1,7,0,30,3,0.17,7,2,1,0,1,54
5.8,5.4,1.6,0,4,3,12,2,0.15,4,1,7,0,0,82
1.0,6.7,2.2,1,7,0,18,5,0.75,3,4,5,1,0,45
3.9,4.7,8.8,0,1,1,26,5,0.11,8,3,9,0,2,60
2.3,7.7,4.3,0,6,4,20,1,0.35,2,3,9,0,0,70
0.2,5.8,2.2,1,1,1,19,5,0.4,6,3,10,0,1,39
2.8,8.2,6.4,0,5,3,8,3,0.53,5,2,8,0,0,50
4.9,5.0,1.6,1,10,2,26,3,0.44,6,1,10,0,1,95
5.7,7.7,9.0,1,2,5,23,2,0.67,7,1,7,0,1,100
4.2,7.8,1.8,0,1,1,21,5,0.48,9,1,4,0,1,77
3.1,4.9,3.7,0,10,2,2,3,0.31,4,1,7,0,0,38
1.3,5.1,2.4,1,4,2,7,3,0.23,2,1,7,0,0,32
3.5,5.8,3.9,1,1,3,22,2,0.59,8,1,8,0,2,83
1.0,4.3,7.9,1,5,2,19,2,0.16,9,2,7,0,2,35
1.6,5.1,8.2,1,9,2,30,3,0.56,2,1,1,0,0,64
3.3,7.1,1.1,0,6,2,15,3,0.32,2,0,3,0,0,65
3.5,8.9,7.0,0,10,1,19,4,0.85,8,3,9,0,1,65
0.0,6.6,8.3,0,5,0,22,3,0.93,2,0,1,1,0,35
4.0,5.6,4.0,1,3,1,30,4,0.34,7,1,2,0,1,81
5.9,8.6,5.0,1,3,4,23,5,0.86,3,4,4,1,0,100
5.1,6.0,8.6,1,3,2,4,3,0.35,9,4,10,0,1,48
2.0,4.5,5.9,0,10,1,27,4,0.12,4,3,1,0,0,53
0.6,7.0,4.6,0,2,3,2,3,0.91,5,5,5,1,0,34
5.1,7.5,9.8,1,9,5,19,1,0.46,6,2,2,0,1,88
3.7,7.7,5.1,1,2,5,20,3,0.78,9,0,5,0,1,94
